id,unidade_id,medico_id,data_plantao,turno,created_at,unidade_nome,unidade_endereco,medico_nome,medico_crm,medico_especialidade,medico_telefone,medico_usuario
cdfad60ef5ab65bcb277a508746ff4ff,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-01,Tarde,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
c31a7eff154371ab16b92d55fa412601,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-01,Noite,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
10f53ae0fa153da59faaa77732723d73,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-01,Madrugada,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
55cecd74fdce08d921394fe7e75eb32e,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,571893b6-4519-4a65-b693-d02323122c5a,2026-04-02,Manhã,2026-04-09 14:11:09,PS Taguatinga - DF,,Vinicius Correia [PS Taguatinga - DF],CRM900019,Plantonista PS,,medico.87aec33f.1
f24ed60288e99f8a51740e49536cb769,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,571893b6-4519-4a65-b693-d02323122c5a,2026-04-02,Tarde,2026-04-09 14:11:09,PS Taguatinga - DF,,Vinicius Correia [PS Taguatinga - DF],CRM900019,Plantonista PS,,medico.87aec33f.1
48a4e0d81e203a426e848932d8ae2ba0,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,571893b6-4519-4a65-b693-d02323122c5a,2026-04-02,Noite,2026-04-09 14:11:09,PS Taguatinga - DF,,Vinicius Correia [PS Taguatinga - DF],CRM900019,Plantonista PS,,medico.87aec33f.1
ed936e00b8bfe9f4f9ce8b80a62d3929,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,571893b6-4519-4a65-b693-d02323122c5a,2026-04-02,Madrugada,2026-04-09 14:11:09,PS Taguatinga - DF,,Vinicius Correia [PS Taguatinga - DF],CRM900019,Plantonista PS,,medico.87aec33f.1
723ee1c27ae29b6e06c8f31bd6a833d3,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-02,Manhã,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
7cb8afc028c0d8935d2204018ead380b,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-02,Tarde,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
45b8ba24806dc0c08301e052a8dee0a0,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-02,Noite,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
39c56e00b45c93057c12616c77860400,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-02,Madrugada,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
e34d30eb9cfdf3e57eca89ea2eac5c60,ba3bb4c6-9705-45f4-adda-eb6c9469c043,03b6d4fc-e465-45af-bfc8-18a5c8615c75,2026-04-02,Manhã,2026-04-09 14:11:09,Anestesista MG,,Lucas Andrade [Anestesista MG],CRM900017,Clínico,,medico.ba3bb4c6.1
0d8de55623ae2307701e28a98db138d4,ba3bb4c6-9705-45f4-adda-eb6c9469c043,03b6d4fc-e465-45af-bfc8-18a5c8615c75,2026-04-02,Tarde,2026-04-09 14:11:09,Anestesista MG,,Lucas Andrade [Anestesista MG],CRM900017,Clínico,,medico.ba3bb4c6.1
54df482af3bfc5d282c4ccd5c08ad645,ba3bb4c6-9705-45f4-adda-eb6c9469c043,03b6d4fc-e465-45af-bfc8-18a5c8615c75,2026-04-02,Noite,2026-04-09 14:11:09,Anestesista MG,,Lucas Andrade [Anestesista MG],CRM900017,Clínico,,medico.ba3bb4c6.1
85f52c86121949708cfe4b84f51cabb0,ba3bb4c6-9705-45f4-adda-eb6c9469c043,03b6d4fc-e465-45af-bfc8-18a5c8615c75,2026-04-02,Madrugada,2026-04-09 14:11:09,Anestesista MG,,Lucas Andrade [Anestesista MG],CRM900017,Clínico,,medico.ba3bb4c6.1
af74a259d5c769ee272d7ca0be3157cf,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-02,Manhã,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
5021634a267b50e82dd865a4317fb03e,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-02,Tarde,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
e34a4acf8b32e0288505ff892af5f252,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-02,Noite,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
3f1875ca532031743137ca584979d630,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-02,Madrugada,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
46edec13676843516b9f6039692e04d8,d270354e-a819-4d5d-b79c-1f969c2bcdaa,e5a83cdb-0d83-4478-bc68-505ba25bcf7e,2026-04-02,Manhã,2026-04-09 14:11:09,PS Vitural - Web,,Caio Moreira [PS Vitural - Web],CRM900015,Plantonista PS,,medico.d270354e.1
3568d5fc54507cb96928fcbdf7bbebcd,d270354e-a819-4d5d-b79c-1f969c2bcdaa,e5a83cdb-0d83-4478-bc68-505ba25bcf7e,2026-04-02,Tarde,2026-04-09 14:11:09,PS Vitural - Web,,Caio Moreira [PS Vitural - Web],CRM900015,Plantonista PS,,medico.d270354e.1
ae9be31f4e8ea50051aae042469601a4,d270354e-a819-4d5d-b79c-1f969c2bcdaa,e5a83cdb-0d83-4478-bc68-505ba25bcf7e,2026-04-02,Noite,2026-04-09 14:11:09,PS Vitural - Web,,Caio Moreira [PS Vitural - Web],CRM900015,Plantonista PS,,medico.d270354e.1
2a38e09e09ca48dbe4583d8a58742ad4,d270354e-a819-4d5d-b79c-1f969c2bcdaa,e5a83cdb-0d83-4478-bc68-505ba25bcf7e,2026-04-02,Madrugada,2026-04-09 14:11:09,PS Vitural - Web,,Caio Moreira [PS Vitural - Web],CRM900015,Plantonista PS,,medico.d270354e.1
9313dc357029ab13049ea3b02a81b054,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-02,Manhã,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
306c54436fabb7b42d18b863e6084e3d,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-02,Tarde,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
9e3a5d19eb4ecb4166160c819e53fd11,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-02,Noite,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
f5c689765733ad03993419eb111cf4f1,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-02,Madrugada,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
18abd7d57aa39f622d8d4cde348a215f,e1969ee6-5072-452c-be7a-b4b67c584d56,7e68f824-7e6a-4ce6-9b87-69c6c98f784e,2026-04-02,Manhã,2026-04-09 14:11:09,UTI Vitória - ES,,Eduardo Torres [UTI Vitória - ES],CRM900001,Clínico,,medico.e1969ee6.1
30ae05d0d49a38bceb407070b19d5dad,e1969ee6-5072-452c-be7a-b4b67c584d56,7e68f824-7e6a-4ce6-9b87-69c6c98f784e,2026-04-02,Tarde,2026-04-09 14:11:09,UTI Vitória - ES,,Eduardo Torres [UTI Vitória - ES],CRM900001,Clínico,,medico.e1969ee6.1
c58e54c25861455b366b4d4423646c05,e1969ee6-5072-452c-be7a-b4b67c584d56,7e68f824-7e6a-4ce6-9b87-69c6c98f784e,2026-04-02,Noite,2026-04-09 14:11:09,UTI Vitória - ES,,Eduardo Torres [UTI Vitória - ES],CRM900001,Clínico,,medico.e1969ee6.1
a627cf0970957609b30b637a442b3009,e1969ee6-5072-452c-be7a-b4b67c584d56,7e68f824-7e6a-4ce6-9b87-69c6c98f784e,2026-04-02,Madrugada,2026-04-09 14:11:09,UTI Vitória - ES,,Eduardo Torres [UTI Vitória - ES],CRM900001,Clínico,,medico.e1969ee6.1
2deda8bfeccc5b71fd005f3230edadd8,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-03,Manhã,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
cba1c19934dd9774e020113cb570cab9,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-03,Tarde,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
4a6d86ac9fbba4d7cfcf0cc02e7ea207,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-03,Noite,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
dfac09ab3cf33206f94b2efd5e5e4452,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-03,Madrugada,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
905a5772a2df995efeb37cf310785c9d,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-03,Manhã,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
f90cb045fd1f6d0972a2f4a8f55d5362,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-03,Tarde,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
7c78e7343bd5cc4c18b7da0e0b01e1a4,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-03,Noite,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
c96f4f46ae4131d6627dbb85a79c44c3,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-03,Madrugada,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
52f6b9e0029cec1d5c4e7b51bdf4e627,ba3bb4c6-9705-45f4-adda-eb6c9469c043,03b6d4fc-e465-45af-bfc8-18a5c8615c75,2026-04-03,Manhã,2026-04-09 14:11:09,Anestesista MG,,Lucas Andrade [Anestesista MG],CRM900017,Clínico,,medico.ba3bb4c6.1
745f5d25d809d36ee1f5f30e927c8584,ba3bb4c6-9705-45f4-adda-eb6c9469c043,03b6d4fc-e465-45af-bfc8-18a5c8615c75,2026-04-03,Tarde,2026-04-09 14:11:09,Anestesista MG,,Lucas Andrade [Anestesista MG],CRM900017,Clínico,,medico.ba3bb4c6.1
12654d43578e7ce726e6ebe88ef91097,ba3bb4c6-9705-45f4-adda-eb6c9469c043,03b6d4fc-e465-45af-bfc8-18a5c8615c75,2026-04-03,Noite,2026-04-09 14:11:09,Anestesista MG,,Lucas Andrade [Anestesista MG],CRM900017,Clínico,,medico.ba3bb4c6.1
a838bbeda264cec4ba8ec0cd22b8e792,ba3bb4c6-9705-45f4-adda-eb6c9469c043,03b6d4fc-e465-45af-bfc8-18a5c8615c75,2026-04-03,Madrugada,2026-04-09 14:11:09,Anestesista MG,,Lucas Andrade [Anestesista MG],CRM900017,Clínico,,medico.ba3bb4c6.1
ec5db0f02c5a5e2ada0841d838136989,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-03,Manhã,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
d3f0b3f601d52620e8d802cb39b40827,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-03,Tarde,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
4ced0c60f6e3a5621304a25c5a809099,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-03,Noite,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
5aae73952c0055e21af3359741bcf4f1,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-03,Madrugada,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
b8514718ab01d74e00323c69526903a4,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-03,Manhã,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
7f9f37667dc9bdc2164730b1c991ac75,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-03,Tarde,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
90028b2321216eb97025ea13fc2684d8,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-03,Noite,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
ab8c3755af152fc38a55c3031fb8cd2d,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-03,Madrugada,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
f517ce4d20d81bb3a61fd341b6fecf40,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-04,Manhã,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
c10927cb9979c3135c239e96161ebed0,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-04,Tarde,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
cd83b3d59395189f420c389a6423f00b,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-04,Noite,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
c0c73414a26a06b10f36030f71589ea4,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-04,Madrugada,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
b83997e819809df4a2350658f87fa99a,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-04,Manhã,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
ed5add814674a04f05a8567f50c2a504,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-04,Tarde,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
3e4182774ef6776e24873a31942d553d,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-04,Noite,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
d6c25538c53e1432d9a0b347a40c7142,c3e990cc-25fd-475b-a5c9-2e69a79fb506,1f65427e-c6f3-4d54-b0bd-4abca7bf6489,2026-04-04,Madrugada,2026-04-09 14:11:09,PS Botafogo - RS,,Gustavo Almeida [PS Botafogo - RS],CRM900011,Plantonista PS,,medico.c3e990cc.1
d4eb0eec93aa7bd857b3302958be180b,d270354e-a819-4d5d-b79c-1f969c2bcdaa,e5a83cdb-0d83-4478-bc68-505ba25bcf7e,2026-04-04,Manhã,2026-04-09 14:11:09,PS Vitural - Web,,Caio Moreira [PS Vitural - Web],CRM900015,Plantonista PS,,medico.d270354e.1
320e6b485a075a522a8a917988390079,d270354e-a819-4d5d-b79c-1f969c2bcdaa,e5a83cdb-0d83-4478-bc68-505ba25bcf7e,2026-04-04,Tarde,2026-04-09 14:11:09,PS Vitural - Web,,Caio Moreira [PS Vitural - Web],CRM900015,Plantonista PS,,medico.d270354e.1
91f19bea67542e910efb390e1d544c03,d270354e-a819-4d5d-b79c-1f969c2bcdaa,e5a83cdb-0d83-4478-bc68-505ba25bcf7e,2026-04-04,Noite,2026-04-09 14:11:09,PS Vitural - Web,,Caio Moreira [PS Vitural - Web],CRM900015,Plantonista PS,,medico.d270354e.1
981988f63faf4508057650072d3ba41e,d270354e-a819-4d5d-b79c-1f969c2bcdaa,e5a83cdb-0d83-4478-bc68-505ba25bcf7e,2026-04-04,Madrugada,2026-04-09 14:11:09,PS Vitural - Web,,Caio Moreira [PS Vitural - Web],CRM900015,Plantonista PS,,medico.d270354e.1
a1f038b33c1220d8e56ec2c21d41b700,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-04,Manhã,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
f625d9ebd8fa9d42ab995e4367b13bd9,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-04,Tarde,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
7461d62fc7c31e0bec85835b9b957ecf,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-04,Noite,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
a3d0c75acd8f276344452f1afdceb9f0,decbd054-c077-4e5a-90ca-fc0ec8ccf809,c33654ec-90b4-4040-8319-f1514f9cc961,2026-04-04,Madrugada,2026-04-09 14:11:09,ENFERMARIA Vitória - ES,,Rafael Nogueira [ENFERMARIA Vitória - ES],CRM900005,Clínico,,medico.decbd054.1
6c25fe7d2f2d5fe6f0818b87b42f3799,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-05,Manhã,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
14da8b3b01886045e2d7a51c5da6b477,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-05,Tarde,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
c34123bd55b37c022bec7dbf148d3224,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-05,Noite,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
7e7284671865778d1ee853e87512c15d,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,f07deece-4028-4b9e-90d7-42ec96f1e640,2026-04-05,Madrugada,2026-04-09 14:11:09,PS Pampulha - MG,,Bruno Ribeiro [PS Pampulha - MG],CRM900023,Plantonista PS,,medico.ace03104.1
e64cfe8994b9f1d4d209ed9aeb97a380,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-05,Manhã,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
d92c54bdb569145bc42f99191b71a7a9,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,6e843629-6993-443e-8821-c94fd5ea6136,2026-04-05,Tarde,2026-04-09 14:11:09,PS Vila Velha - ES,,Leonardo Rocha [PS Vila Velha - ES],CRM900007,Plantonista PS,,medico.b6916e29.1
